,Opportunity Name,Level 2 Government,Bridge Name,Project Code,Stage,Sub-Stage,CaseSafeID,B2P Fiscal Year,Individuals Directly Served,Population Estimate 2000m,geometry,pop_sum
797,Rwanda - Mugashyushya - 1014290,Kamonyi,Mugashyushya,1014290,Identified,Identified in Needs Assessment,006f100000eekh0AAA,2019,,6589.0,"POLYGON ((29.89994 -2.06667, 29.899800357073495 -2.069512497069557, 29.899382773131695 -2.0723276193384677, 29.898691269736236 -2.075088255640379, 29.89773250644283 -2.0777678195385874, 29.8965157166661 -2.080340505367954, 29.895052618756775 -2.0827815367575684, 29.89335730314752 -2.0850674052407454, 29.89144609665441 -2.0871760966544097, 29.889337405240745 -2.0890873031475192, 29.887051536757568 -2.0907826187567737, 29.884610505367956 -2.092245716666102, 29.88203781953859 -2.093462506442827, 29.87935825564038 -2.094421269736234, 29.87659761933847 -2.0951127731316936, 29.87378249706956 -2.0955303570734936, 29.87094 -2.0956699999999997, 29.868097502930443 -2.0955303570734936, 29.865282380661533 -2.0951127731316936, 29.862521744359622 -2.094421269736234, 29.859842180461413 -2.093462506442827, 29.857269494632046 -2.092245716666102, 29.854828463242434 -2.0907826187567737, 29.852542594759257 -2.0890873031475192, 29.850433903345593 -2.0871760966544097, 29.84852269685248 -2.0850674052407454, 29.846827381243227 -2.0827815367575684, 29.8453642833339 -2.080340505367954, 29.844147493557173 -2.0777678195385874, 29.843188730263766 -2.075088255640379, 29.842497226868307 -2.0723276193384677, 29.842079642926507 -2.069512497069557, 29.84194 -2.06667, 29.842079642926507 -2.0638275029304425, 29.842497226868307 -2.061012380661532, 29.843188730263766 -2.0582517443596204, 29.844147493557173 -2.055572180461412, 29.8453642833339 -2.052999494632046, 29.846827381243227 -2.050558463242431, 29.84852269685248 -2.048272594759254, 29.850433903345593 -2.04616390334559, 29.852542594759257 -2.0442526968524803, 29.854828463242434 -2.042557381243226, 29.857269494632046 -2.0410942833338974, 29.859842180461413 -2.0398774935571726, 29.862521744359622 -2.0389187302637657, 29.865282380661533 -2.038227226868306, 29.868097502930443 -2.037809642926506, 29.87094 -2.03767, 29.87378249706956 -2.037809642926506, 29.87659761933847 -2.038227226868306, 29.87935825564038 -2.0389187302637657, 29.88203781953859 -2.0398774935571726, 29.884610505367956 -2.0410942833338974, 29.887051536757568 -2.042557381243226, 29.889337405240745 -2.0442526968524803, 29.89144609665441 -2.04616390334559, 29.89335730314752 -2.048272594759254, 29.895052618756775 -2.050558463242431, 29.8965157166661 -2.052999494632046, 29.89773250644283 -2.055572180461412, 29.898691269736236 -2.0582517443596204, 29.899382773131695 -2.061012380661532, 29.899800357073495 -2.0638275029304425, 29.89994 -2.06667))",21665
798,Rwanda - Murindi - 1014451,Kamonyi,Murindi,1014451,Identified,Technical,006f100000eevdqAAA,2019,6620.0,4853.0,"POLYGON ((29.96158 -2.05615, 29.961440357073496 -2.0589924970695574, 29.961022773131695 -2.061807619338468, 29.960331269736237 -2.0645682556403795, 29.95937250644283 -2.0672478195385877, 29.958155716666102 -2.069820505367954, 29.956692618756776 -2.0722615367575687, 29.954997303147522 -2.0745474052407458, 29.95308609665441 -2.07665609665441, 29.950977405240746 -2.0785673031475196, 29.94869153675757 -2.080262618756774, 29.946250505367956 -2.0817257166661025, 29.94367781953859 -2.0829425064428273, 29.94099825564038 -2.0839012697362342, 29.93823761933847 -2.084592773131694, 29.93542249706956 -2.085010357073494, 29.93258 -2.08515, 29.929737502930443 -2.085010357073494, 29.926922380661534 -2.084592773131694, 29.924161744359623 -2.0839012697362342, 29.921482180461414 -2.0829425064428273, 29.918909494632047 -2.0817257166661025, 29.916468463242435 -2.080262618756774, 29.914182594759257 -2.0785673031475196, 29.912073903345593 -2.07665609665441, 29.91016269685248 -2.0745474052407458, 29.908467381243227 -2.0722615367575687, 29.9070042833339 -2.069820505367954, 29.905787493557174 -2.0672478195385877, 29.904828730263766 -2.0645682556403795, 29.904137226868308 -2.061807619338468, 29.903719642926507 -2.0589924970695574, 29.90358 -2.05615, 29.903719642926507 -2.053307502930443, 29.904137226868308 -2.0504923806615323, 29.904828730263766 -2.047731744359621, 29.905787493557174 -2.0450521804614126, 29.9070042833339 -2.042479494632046, 29.908467381243227 -2.0400384632424315, 29.91016269685248 -2.0377525947592545, 29.912073903345593 -2.03564390334559, 29.914182594759257 -2.0337326968524807, 29.916468463242435 -2.032037381243226, 29.918909494632047 -2.030574283333898, 29.921482180461414 -2.029357493557173, 29.924161744359623 -2.028398730263766, 29.926922380661534 -2.0277072268683063, 29.929737502930443 -2.0272896429265064, 29.93258 -2.0271500000000002, 29.93542249706956 -2.0272896429265064, 29.93823761933847 -2.0277072268683063, 29.94099825564038 -2.028398730263766, 29.94367781953859 -2.029357493557173, 29.946250505367956 -2.030574283333898, 29.94869153675757 -2.032037381243226, 29.950977405240746 -2.0337326968524807, 29.95308609665441 -2.03564390334559, 29.954997303147522 -2.0377525947592545, 29.956692618756776 -2.0400384632424315, 29.958155716666102 -2.042479494632046, 29.95937250644283 -2.0450521804614126, 29.960331269736237 -2.047731744359621, 29.961022773131695 -2.0504923806615323, 29.961440357073496 -2.053307502930443, 29.96158 -2.05615))",20741
799,Rwanda - Gishenyi - 1014255,Nyagatare,Gishenyi,1014255,Identified,Technical,006f100000eekWxAAI,2019,2514.0,5190.0,"POLYGON ((30.20081 -1.3683, 30.200670357073495 -1.3711424970695574, 30.200252773131695 -1.3739576193384677, 30.199561269736236 -1.3767182556403794, 30.19860250644283 -1.3793978195385876, 30.1973857166661 -1.381970505367954, 30.195922618756775 -1.3844115367575685, 30.19422730314752 -1.3866974052407457, 30.19231609665441 -1.38880609665441, 30.190207405240745 -1.3907173031475195, 30.187921536757568 -1.3924126187567738, 30.185480505367956 -1.3938757166661024, 30.18290781953859 -1.3950925064428275, 30.18022825564038 -1.3960512697362342, 30.17746761933847 -1.3967427731316937, 30.17465249706956 -1.3971603570734938, 30.17181 -1.3973, 30.168967502930442 -1.3971603570734938, 30.166152380661533 -1.3967427731316937, 30.163391744359622 -1.3960512697362342, 30.160712180461413 -1.3950925064428275, 30.158139494632046 -1.3938757166661024, 30.155698463242434 -1.3924126187567738, 30.153412594759256 -1.3907173031475195, 30.151303903345593 -1.38880609665441, 30.14939269685248 -1.3866974052407457, 30.147697381243226 -1.3844115367575685, 30.1462342833339 -1.381970505367954, 30.145017493557173 -1.3793978195385876, 30.144058730263765 -1.3767182556403794, 30.143367226868307 -1.3739576193384677, 30.142949642926506 -1.3711424970695574, 30.14281 -1.3683, 30.142949642926506 -1.3654575029304428, 30.143367226868307 -1.3626423806615324, 30.144058730263765 -1.3598817443596207, 30.145017493557173 -1.3572021804614125, 30.1462342833339 -1.354629494632046, 30.147697381243226 -1.3521884632424317, 30.14939269685248 -1.3499025947592544, 30.151303903345593 -1.3477939033455901, 30.153412594759256 -1.3458826968524806, 30.155698463242434 -1.3441873812432263, 30.158139494632046 -1.3427242833338977, 30.160712180461413 -1.3415074935571727, 30.163391744359622 -1.340548730263766, 30.166152380661533 -1.3398572268683064, 30.168967502930442 -1.3394396429265063, 30.17181 -1.3393000000000002, 30.17465249706956 -1.3394396429265063, 30.17746761933847 -1.3398572268683064, 30.18022825564038 -1.340548730263766, 30.18290781953859 -1.3415074935571727, 30.185480505367956 -1.3427242833338977, 30.187921536757568 -1.3441873812432263, 30.190207405240745 -1.3458826968524806, 30.19231609665441 -1.3477939033455901, 30.19422730314752 -1.3499025947592544, 30.195922618756775 -1.3521884632424317, 30.1973857166661 -1.354629494632046, 30.19860250644283 -1.3572021804614125, 30.199561269736236 -1.3598817443596207, 30.200252773131695 -1.3626423806615324, 30.200670357073495 -1.3654575029304428, 30.20081 -1.3683))",19120
800,Rwanda - Bukoro - 1014129,Nyaruguru,Bukoro,1014129,Prospecting,,006f100000d1hGAAAY,2024,4359.0,4426.0,"POLYGON ((29.53777 -2.61265, 29.537630357073493 -2.615492497069557, 29.537212773131692 -2.618307619338468, 29.536521269736234 -2.6210682556403793, 29.535562506442826 -2.6237478195385875, 29.5343457166661 -2.626320505367954, 29.532882618756773 -2.6287615367575685, 29.53118730314752 -2.6310474052407455, 29.529276096654407 -2.63315609665441, 29.527167405240743 -2.6350673031475194, 29.524881536757565 -2.636762618756774, 29.522440505367953 -2.6382257166661023, 29.519867819538586 -2.639442506442827, 29.517188255640377 -2.640401269736234, 29.514427619338466 -2.6410927731316938, 29.511612497069557 -2.6415103570734937, 29.50877 -2.64165, 29.50592750293044 -2.6415103570734937, 29.50311238066153 -2.6410927731316938, 29.50035174435962 -2.640401269736234, 29.49767218046141 -2.639442506442827, 29.495099494632044 -2.6382257166661023, 29.49265846324243 -2.636762618756774, 29.490372594759254 -2.6350673031475194, 29.48826390334559 -2.63315609665441, 29.486352696852478 -2.6310474052407455, 29.484657381243224 -2.6287615367575685, 29.483194283333898 -2.626320505367954, 29.48197749355717 -2.6237478195385875, 29.481018730263763 -2.6210682556403793, 29.480327226868305 -2.618307619338468, 29.479909642926504 -2.615492497069557, 29.47977 -2.61265, 29.479909642926504 -2.6098075029304426, 29.480327226868305 -2.606992380661532, 29.481018730263763 -2.6042317443596206, 29.48197749355717 -2.6015521804614123, 29.483194283333898 -2.598979494632046, 29.484657381243224 -2.5965384632424313, 29.486352696852478 -2.5942525947592543, 29.48826390334559 -2.59214390334559, 29.490372594759254 -2.5902326968524805, 29.49265846324243 -2.588537381243226, 29.495099494632044 -2.5870742833338976, 29.49767218046141 -2.5858574935571728, 29.50035174435962 -2.584898730263766, 29.50311238066153 -2.584207226868306, 29.50592750293044 -2.583789642926506, 29.50877 -2.58365, 29.511612497069557 -2.583789642926506, 29.514427619338466 -2.584207226868306, 29.517188255640377 -2.584898730263766, 29.519867819538586 -2.5858574935571728, 29.522440505367953 -2.5870742833338976, 29.524881536757565 -2.588537381243226, 29.527167405240743 -2.5902326968524805, 29.529276096654407 -2.59214390334559, 29.53118730314752 -2.5942525947592543, 29.532882618756773 -2.5965384632424313, 29.5343457166661 -2.598979494632046, 29.535562506442826 -2.6015521804614123, 29.536521269736234 -2.6042317443596206, 29.537212773131692 -2.606992380661532, 29.537630357073493 -2.6098075029304426, 29.53777 -2.61265))",11176
801,Rwanda - Rwayikona - 1014474,Kirehe,Rwayikona,1014474,Identified,Technical,006f100000ef6ylAAA,2019,4730.0,2059.0,"POLYGON ((30.724954 -2.164154, 30.724814357073495 -2.166996497069557, 30.724396773131694 -2.169811619338468, 30.723705269736236 -2.1725722556403793, 30.722746506442828 -2.1752518195385875, 30.7215297166661 -2.177824505367954, 30.720066618756775 -2.1802655367575685, 30.71837130314752 -2.1825514052407455, 30.71646009665441 -2.18466009665441, 30.714351405240745 -2.1865713031475194, 30.712065536757567 -2.188266618756774, 30.709624505367955 -2.1897297166661023, 30.707051819538588 -2.190946506442827, 30.70437225564038 -2.191905269736234, 30.70161161933847 -2.1925967731316938, 30.69879649706956 -2.1930143570734937, 30.695954 -2.193154, 30.693111502930442 -2.1930143570734937, 30.690296380661533 -2.1925967731316938, 30.68753574435962 -2.191905269736234, 30.684856180461413 -2.190946506442827, 30.682283494632046 -2.1897297166661023, 30.679842463242434 -2.188266618756774, 30.677556594759256 -2.1865713031475194, 30.675447903345592 -2.18466009665441, 30.67353669685248 -2.1825514052407455, 30.671841381243226 -2.1802655367575685, 30.6703782833339 -2.177824505367954, 30.669161493557173 -2.1752518195385875, 30.668202730263765 -2.1725722556403793, 30.667511226868307 -2.169811619338468, 30.667093642926506 -2.166996497069557, 30.666954 -2.164154, 30.667093642926506 -2.1613115029304426, 30.667511226868307 -2.158496380661532, 30.668202730263765 -2.1557357443596206, 30.669161493557173 -2.1530561804614123, 30.6703782833339 -2.150483494632046, 30.671841381243226 -2.1480424632424313, 30.67353669685248 -2.1457565947592543, 30.675447903345592 -2.14364790334559, 30.677556594759256 -2.1417366968524805, 30.679842463242434 -2.140041381243226, 30.682283494632046 -2.1385782833338975, 30.684856180461413 -2.1373614935571728, 30.68753574435962 -2.136402730263766, 30.690296380661533 -2.135711226868306, 30.693111502930442 -2.135293642926506, 30.695954 -2.135154, 30.69879649706956 -2.135293642926506, 30.70161161933847 -2.135711226868306, 30.70437225564038 -2.136402730263766, 30.707051819538588 -2.1373614935571728, 30.709624505367955 -2.1385782833338975, 30.712065536757567 -2.140041381243226, 30.714351405240745 -2.1417366968524805, 30.71646009665441 -2.14364790334559, 30.71837130314752 -2.1457565947592543, 30.720066618756775 -2.1480424632424313, 30.7215297166661 -2.150483494632046, 30.722746506442828 -2.1530561804614123, 30.723705269736236 -2.1557357443596206, 30.724396773131694 -2.158496380661532, 30.724814357073495 -2.1613115029304426, 30.724954 -2.164154))",12938
802,Rwanda - Kivumu - 1014057,Karongi,Kivumu,1014057,Identified,Technical,006f100000d1fPwAAI,2019,21645.0,4094.0,"POLYGON ((29.546219999999998 -2.228383, 29.546080357073492 -2.2312254970695573, 29.545662773131692 -2.234040619338468, 29.544971269736234 -2.2368012556403793, 29.544012506442826 -2.2394808195385876, 29.5427957166661 -2.242053505367954, 29.541332618756773 -2.2444945367575686, 29.53963730314752 -2.2467804052407456, 29.537726096654406 -2.24888909665441, 29.535617405240743 -2.2508003031475194, 29.533331536757565 -2.252495618756774, 29.530890505367953 -2.2539587166661024, 29.528317819538586 -2.255175506442827, 29.525638255640377 -2.256134269736234, 29.522877619338466 -2.256825773131694, 29.520062497069556 -2.2572433570734938, 29.51722 -2.257383, 29.51437750293044 -2.2572433570734938, 29.51156238066153 -2.256825773131694, 29.50880174435962 -2.256134269736234, 29.50612218046141 -2.255175506442827, 29.503549494632043 -2.2539587166661024, 29.50110846324243 -2.252495618756774, 29.498822594759254 -2.2508003031475194, 29.49671390334559 -2.24888909665441, 29.494802696852478 -2.2467804052407456, 29.493107381243224 -2.2444945367575686, 29.491644283333898 -2.242053505367954, 29.49042749355717 -2.2394808195385876, 29.489468730263763 -2.2368012556403793, 29.488777226868304 -2.234040619338468, 29.488359642926504 -2.2312254970695573, 29.48822 -2.228383, 29.488359642926504 -2.2255405029304427, 29.488777226868304 -2.222725380661532, 29.489468730263763 -2.2199647443596207, 29.49042749355717 -2.2172851804614124, 29.491644283333898 -2.214712494632046, 29.493107381243224 -2.2122714632424314, 29.494802696852478 -2.2099855947592544, 29.49671390334559 -2.20787690334559, 29.498822594759254 -2.2059656968524806, 29.50110846324243 -2.204270381243226, 29.503549494632043 -2.2028072833338976, 29.50612218046141 -2.201590493557173, 29.50880174435962 -2.200631730263766, 29.51156238066153 -2.199940226868306, 29.51437750293044 -2.1995226429265062, 29.51722 -2.199383, 29.520062497069556 -2.1995226429265062, 29.522877619338466 -2.199940226868306, 29.525638255640377 -2.200631730263766, 29.528317819538586 -2.201590493557173, 29.530890505367953 -2.2028072833338976, 29.533331536757565 -2.204270381243226, 29.535617405240743 -2.2059656968524806, 29.537726096654406 -2.20787690334559, 29.53963730314752 -2.2099855947592544, 29.541332618756773 -2.2122714632424314, 29.5427957166661 -2.214712494632046, 29.544012506442826 -2.2172851804614124, 29.544971269736234 -2.2199647443596207, 29.545662773131692 -2.222725380661532, 29.546080357073492 -2.2255405029304427, 29.546219999999998 -2.228383))",12622
803,Rwanda - Kigobe - 1014492,Ngoma,Kigobe,1014492,Identified,Technical,006f100000ef7abAAA,2019,9363.0,4152.0,"POLYGON ((30.488055 -2.137525, 30.487915357073494 -2.1403674970695574, 30.487497773131693 -2.143182619338468, 30.486806269736235 -2.1459432556403795, 30.485847506442827 -2.1486228195385877, 30.4846307166661 -2.151195505367954, 30.483167618756774 -2.1536365367575687, 30.48147230314752 -2.1559224052407457, 30.479561096654407 -2.15803109665441, 30.477452405240744 -2.1599423031475196, 30.475166536757566 -2.161637618756774, 30.472725505367954 -2.1631007166661025, 30.470152819538587 -2.1643175064428273, 30.46747325564038 -2.165276269736234, 30.464712619338467 -2.165967773131694, 30.461897497069558 -2.166385357073494, 30.459055 -2.166525, 30.45621250293044 -2.166385357073494, 30.45339738066153 -2.165967773131694, 30.45063674435962 -2.165276269736234, 30.44795718046141 -2.1643175064428273, 30.445384494632044 -2.1631007166661025, 30.442943463242433 -2.161637618756774, 30.440657594759255 -2.1599423031475196, 30.43854890334559 -2.15803109665441, 30.43663769685248 -2.1559224052407457, 30.434942381243225 -2.1536365367575687, 30.4334792833339 -2.151195505367954, 30.43226249355717 -2.1486228195385877, 30.431303730263764 -2.1459432556403795, 30.430612226868305 -2.143182619338468, 30.430194642926505 -2.1403674970695574, 30.430055 -2.137525, 30.430194642926505 -2.134682502930443, 30.430612226868305 -2.1318673806615323, 30.431303730263764 -2.1291067443596208, 30.43226249355717 -2.1264271804614125, 30.4334792833339 -2.123854494632046, 30.434942381243225 -2.1214134632424315, 30.43663769685248 -2.1191275947592545, 30.43854890334559 -2.11701890334559, 30.440657594759255 -2.1151076968524807, 30.442943463242433 -2.113412381243226, 30.445384494632044 -2.1119492833338978, 30.44795718046141 -2.110732493557173, 30.45063674435962 -2.109773730263766, 30.45339738066153 -2.1090822268683063, 30.45621250293044 -2.1086646429265063, 30.459055 -2.108525, 30.461897497069558 -2.1086646429265063, 30.464712619338467 -2.1090822268683063, 30.46747325564038 -2.109773730263766, 30.470152819538587 -2.110732493557173, 30.472725505367954 -2.1119492833338978, 30.475166536757566 -2.113412381243226, 30.477452405240744 -2.1151076968524807, 30.479561096654407 -2.11701890334559, 30.48147230314752 -2.1191275947592545, 30.483167618756774 -2.1214134632424315, 30.4846307166661 -2.123854494632046, 30.485847506442827 -2.1264271804614125, 30.486806269736235 -2.1291067443596208, 30.487497773131693 -2.1318673806615323, 30.487915357073494 -2.134682502930443, 30.488055 -2.137525))",18447
804,Rwanda - Nyakabande-Bitaba - 1015561,Karongi,Nyakabande-Bitaba,1015561,Complete,In Service,006f100000fHAHXAA4,2021,1945.0,5855.0,"POLYGON ((29.343058 -2.109525, 29.342918357073493 -2.1123674970695574, 29.342500773131693 -2.115182619338468, 29.341809269736235 -2.1179432556403794, 29.340850506442827 -2.1206228195385877, 29.3396337166661 -2.123195505367954, 29.338170618756774 -2.1256365367575687, 29.33647530314752 -2.1279224052407457, 29.334564096654407 -2.13003109665441, 29.332455405240744 -2.1319423031475195, 29.330169536757566 -2.133637618756774, 29.327728505367954 -2.1351007166661025, 29.325155819538587 -2.1363175064428273, 29.322476255640378 -2.137276269736234, 29.319715619338467 -2.137967773131694, 29.316900497069557 -2.138385357073494, 29.314058 -2.138525, 29.31121550293044 -2.138385357073494, 29.30840038066153 -2.137967773131694, 29.30563974435962 -2.137276269736234, 29.30296018046141 -2.1363175064428273, 29.300387494632044 -2.1351007166661025, 29.297946463242432 -2.133637618756774, 29.295660594759255 -2.1319423031475195, 29.29355190334559 -2.13003109665441, 29.29164069685248 -2.1279224052407457, 29.289945381243225 -2.1256365367575687, 29.2884822833339 -2.123195505367954, 29.28726549355717 -2.1206228195385877, 29.286306730263764 -2.1179432556403794, 29.285615226868305 -2.115182619338468, 29.285197642926505 -2.1123674970695574, 29.285058 -2.109525, 29.285197642926505 -2.106682502930443, 29.285615226868305 -2.1038673806615322, 29.286306730263764 -2.1011067443596207, 29.28726549355717 -2.0984271804614125, 29.2884822833339 -2.095854494632046, 29.289945381243225 -2.0934134632424315, 29.29164069685248 -2.0911275947592545, 29.29355190334559 -2.08901890334559, 29.295660594759255 -2.0871076968524807, 29.297946463242432 -2.085412381243226, 29.300387494632044 -2.0839492833338977, 29.30296018046141 -2.082732493557173, 29.30563974435962 -2.081773730263766, 29.30840038066153 -2.0810822268683062, 29.31121550293044 -2.0806646429265063, 29.314058 -2.080525, 29.316900497069557 -2.0806646429265063, 29.319715619338467 -2.0810822268683062, 29.322476255640378 -2.081773730263766, 29.325155819538587 -2.082732493557173, 29.327728505367954 -2.0839492833338977, 29.330169536757566 -2.085412381243226, 29.332455405240744 -2.0871076968524807, 29.334564096654407 -2.08901890334559, 29.33647530314752 -2.0911275947592545, 29.338170618756774 -2.0934134632424315, 29.3396337166661 -2.095854494632046, 29.340850506442827 -2.0984271804614125, 29.341809269736235 -2.1011067443596207, 29.342500773131693 -2.1038673806615322, 29.342918357073493 -2.106682502930443, 29.343058 -2.109525))",16207
805,Rwanda - Nkegete - 1012807,Muhanga,Nkegete,1012807,Prospecting,,006f100000d6ksKAAQ,2023,1441.0,4670.0,"POLYGON ((29.80279 -1.91078, 29.802650357073496 -1.9136224970695572, 29.802232773131696 -1.9164376193384676, 29.801541269736237 -1.9191982556403793, 29.80058250644283 -1.9218778195385875, 29.799365716666102 -1.924450505367954, 29.797902618756776 -1.9268915367575683, 29.796207303147522 -1.9291774052407455, 29.79429609665441 -1.9312860966544099, 29.792187405240746 -1.9331973031475194, 29.78990153675757 -1.9348926187567737, 29.787460505367957 -1.9363557166661023, 29.78488781953859 -1.9375725064428273, 29.78220825564038 -1.938531269736234, 29.77944761933847 -1.9392227731316936, 29.77663249706956 -1.9396403570734937, 29.77379 -1.9397799999999998, 29.770947502930444 -1.9396403570734937, 29.768132380661534 -1.9392227731316936, 29.765371744359623 -1.938531269736234, 29.762692180461414 -1.9375725064428273, 29.760119494632047 -1.9363557166661023, 29.757678463242435 -1.9348926187567737, 29.755392594759257 -1.9331973031475194, 29.753283903345594 -1.9312860966544099, 29.75137269685248 -1.9291774052407455, 29.749677381243227 -1.9268915367575683, 29.7482142833339 -1.924450505367954, 29.746997493557174 -1.9218778195385875, 29.746038730263766 -1.9191982556403793, 29.745347226868308 -1.9164376193384676, 29.744929642926508 -1.9136224970695572, 29.744790000000002 -1.91078, 29.744929642926508 -1.9079375029304426, 29.745347226868308 -1.9051223806615323, 29.746038730263766 -1.9023617443596206, 29.746997493557174 -1.8996821804614124, 29.7482142833339 -1.897109494632046, 29.749677381243227 -1.8946684632424315, 29.75137269685248 -1.8923825947592543, 29.753283903345594 -1.89027390334559, 29.755392594759257 -1.8883626968524805, 29.757678463242435 -1.8866673812432262, 29.760119494632047 -1.8852042833338976, 29.762692180461414 -1.8839874935571725, 29.765371744359623 -1.8830287302637658, 29.768132380661534 -1.8823372268683063, 29.770947502930444 -1.8819196429265062, 29.77379 -1.88178, 29.77663249706956 -1.8819196429265062, 29.77944761933847 -1.8823372268683063, 29.78220825564038 -1.8830287302637658, 29.78488781953859 -1.8839874935571725, 29.787460505367957 -1.8852042833338976, 29.78990153675757 -1.8866673812432262, 29.792187405240746 -1.8883626968524805, 29.79429609665441 -1.89027390334559, 29.796207303147522 -1.8923825947592543, 29.797902618756776 -1.8946684632424315, 29.799365716666102 -1.897109494632046, 29.80058250644283 -1.8996821804614124, 29.801541269736237 -1.9023617443596206, 29.802232773131696 -1.9051223806615323, 29.802650357073496 -1.9079375029304426, 29.80279 -1.91078))",12969
806,Rwanda - Karambi - 1013829,Kayonza,Karambi,1013829,Identified,Technical,006f100000d7xpQAAQ,2019,21305.0,814.0,"POLYGON ((30.7738 -2.01879, 30.773660357073496 -2.0216324970695574, 30.773242773131695 -2.024447619338468, 30.772551269736237 -2.0272082556403794, 30.77159250644283 -2.0298878195385877, 30.770375716666102 -2.032460505367954, 30.768912618756776 -2.0349015367575687, 30.767217303147522 -2.0371874052407457, 30.76530609665441 -2.03929609665441, 30.763197405240746 -2.0412073031475195, 30.76091153675757 -2.042902618756774, 30.758470505367956 -2.0443657166661025, 30.75589781953859 -2.0455825064428272, 30.75321825564038 -2.046541269736234, 30.75045761933847 -2.047232773131694, 30.74764249706956 -2.047650357073494, 30.7448 -2.04779, 30.741957502930443 -2.047650357073494, 30.739142380661534 -2.047232773131694, 30.736381744359623 -2.046541269736234, 30.733702180461414 -2.0455825064428272, 30.731129494632047 -2.0443657166661025, 30.728688463242435 -2.042902618756774, 30.726402594759257 -2.0412073031475195, 30.724293903345593 -2.03929609665441, 30.72238269685248 -2.0371874052407457, 30.720687381243227 -2.0349015367575687, 30.7192242833339 -2.032460505367954, 30.718007493557174 -2.0298878195385877, 30.717048730263766 -2.0272082556403794, 30.716357226868308 -2.024447619338468, 30.715939642926507 -2.0216324970695574, 30.7158 -2.01879, 30.715939642926507 -2.015947502930443, 30.716357226868308 -2.013132380661532, 30.717048730263766 -2.0103717443596207, 30.718007493557174 -2.0076921804614125, 30.7192242833339 -2.005119494632046, 30.720687381243227 -2.0026784632424315, 30.72238269685248 -2.0003925947592545, 30.724293903345593 -1.9982839033455901, 30.726402594759257 -1.9963726968524806, 30.728688463242435 -1.9946773812432264, 30.731129494632047 -1.9932142833338977, 30.733702180461414 -1.9919974935571727, 30.736381744359623 -1.991038730263766, 30.739142380661534 -1.9903472268683065, 30.741957502930443 -1.9899296429265063, 30.7448 -1.9897900000000002, 30.74764249706956 -1.9899296429265063, 30.75045761933847 -1.9903472268683065, 30.75321825564038 -1.991038730263766, 30.75589781953859 -1.9919974935571727, 30.758470505367956 -1.9932142833338977, 30.76091153675757 -1.9946773812432264, 30.763197405240746 -1.9963726968524806, 30.76530609665441 -1.9982839033455901, 30.767217303147522 -2.0003925947592545, 30.768912618756776 -2.0026784632424315, 30.770375716666102 -2.005119494632046, 30.77159250644283 -2.0076921804614125, 30.772551269736237 -2.0103717443596207, 30.773242773131695 -2.013132380661532, 30.773660357073496 -2.015947502930443, 30.7738 -2.01879))",5341
807,Rwanda - Gahinga - 1013872,Karongi,Gahinga,1013872,Identified,Technical,006f100000d889UAAQ,2019,3780.0,4625.0,"POLYGON ((29.29421 -2.11586, 29.294070357073494 -2.1187024970695574, 29.293652773131694 -2.121517619338468, 29.292961269736235 -2.1242782556403794, 29.292002506442827 -2.1269578195385876, 29.2907857166661 -2.129530505367954, 29.289322618756774 -2.1319715367575687, 29.28762730314752 -2.1342574052407457, 29.285716096654408 -2.13636609665441, 29.283607405240744 -2.1382773031475195, 29.281321536757567 -2.139972618756774, 29.278880505367955 -2.1414357166661024, 29.276307819538587 -2.1426525064428272, 29.27362825564038 -2.143611269736234, 29.270867619338468 -2.144302773131694, 29.268052497069558 -2.144720357073494, 29.26521 -2.14486, 29.26236750293044 -2.144720357073494, 29.259552380661532 -2.144302773131694, 29.25679174435962 -2.143611269736234, 29.254112180461412 -2.1426525064428272, 29.251539494632045 -2.1414357166661024, 29.249098463242433 -2.139972618756774, 29.246812594759255 -2.1382773031475195, 29.24470390334559 -2.13636609665441, 29.24279269685248 -2.1342574052407457, 29.241097381243225 -2.1319715367575687, 29.2396342833339 -2.129530505367954, 29.238417493557172 -2.1269578195385876, 29.237458730263764 -2.1242782556403794, 29.236767226868306 -2.121517619338468, 29.236349642926506 -2.1187024970695574, 29.23621 -2.11586, 29.236349642926506 -2.1130175029304428, 29.236767226868306 -2.110202380661532, 29.237458730263764 -2.1074417443596207, 29.238417493557172 -2.1047621804614125, 29.2396342833339 -2.102189494632046, 29.241097381243225 -2.0997484632424315, 29.24279269685248 -2.0974625947592545, 29.24470390334559 -2.09535390334559, 29.246812594759255 -2.0934426968524806, 29.249098463242433 -2.091747381243226, 29.251539494632045 -2.0902842833338977, 29.254112180461412 -2.089067493557173, 29.25679174435962 -2.088108730263766, 29.259552380661532 -2.087417226868306, 29.26236750293044 -2.0869996429265063, 29.26521 -2.08686, 29.268052497069558 -2.0869996429265063, 29.270867619338468 -2.087417226868306, 29.27362825564038 -2.088108730263766, 29.276307819538587 -2.089067493557173, 29.278880505367955 -2.0902842833338977, 29.281321536757567 -2.091747381243226, 29.283607405240744 -2.0934426968524806, 29.285716096654408 -2.09535390334559, 29.28762730314752 -2.0974625947592545, 29.289322618756774 -2.0997484632424315, 29.2907857166661 -2.102189494632046, 29.292002506442827 -2.1047621804614125, 29.292961269736235 -2.1074417443596207, 29.293652773131694 -2.110202380661532, 29.294070357073494 -2.1130175029304428, 29.29421 -2.11586))",7996
